0.000000	1.000000	1.000000	0.000000
0.100000	0.900000	0.904837	-0.004837
0.200000	0.810000	0.818731	-0.008731
0.300000	0.729000	0.740818	-0.011818
0.400000	0.656100	0.670320	-0.014220
0.500000	0.590490	0.606531	-0.016041
0.600000	0.531441	0.548812	-0.017371
0.700000	0.478297	0.496585	-0.018288
0.800000	0.430467	0.449329	-0.018862
0.900000	0.387420	0.406570	-0.019149
1.000000	0.348678	0.367879	-0.019201
1.100000	0.313811	0.332871	-0.019060
1.200000	0.282430	0.301194	-0.018765
1.300000	0.254187	0.272532	-0.018345
1.400000	0.228768	0.246597	-0.017829
1.500000	0.205891	0.223130	-0.017239
1.600000	0.185302	0.201896	-0.016594
1.700000	0.166772	0.182683	-0.015912
1.800000	0.150095	0.165299	-0.015204
1.900000	0.135085	0.149569	-0.014483
2.000000	0.121577	0.135335	-0.013759
2.100000	0.109419	0.122456	-0.013037
2.200000	0.098477	0.110803	-0.012326
2.300000	0.088629	0.100259	-0.011629
2.400000	0.079766	0.090718	-0.010952
2.500000	0.071790	0.082085	-0.010295
2.600000	0.064611	0.074274	-0.009663
2.700000	0.058150	0.067206	-0.009056
2.799999	0.052335	0.060810	-0.008475
2.899999	0.047101	0.055023	-0.007922
2.999999	0.042391	0.049787	-0.007396
3.099999	0.038152	0.045049	-0.006897
3.199999	0.034337	0.040762	-0.006425
3.299999	0.030903	0.036883	-0.005980
3.399999	0.027813	0.033373	-0.005560
3.499999	0.025032	0.030197	-0.005166
3.599999	0.022528	0.027324	-0.004795
3.699999	0.020276	0.024724	-0.004448
3.799999	0.018248	0.022371	-0.004123
3.899998	0.016423	0.020242	-0.003819
3.999998	0.014781	0.018316	-0.003535
4.099998	0.013303	0.016573	-0.003270
4.199998	0.011973	0.014996	-0.003023
4.299998	0.010775	0.013569	-0.002793
4.399998	0.009698	0.012277	-0.002580
4.499998	0.008728	0.011109	-0.002381
4.599998	0.007855	0.010052	-0.002197
4.699998	0.007070	0.009095	-0.002026
4.799998	0.006363	0.008230	-0.001867
4.899998	0.005726	0.007447	-0.001720
4.999998	0.005154	0.006738	-0.001584
5.099998	0.004638	0.006097	-0.001458
5.199997	0.004175	0.005517	-0.001342
5.299997	0.003757	0.004992	-0.001235
5.399997	0.003381	0.004517	-0.001135
5.499997	0.003043	0.004087	-0.001044
5.599997	0.002739	0.003698	-0.000959
5.699997	0.002465	0.003346	-0.000881
5.799997	0.002219	0.003028	-0.000809
5.899997	0.001997	0.002739	-0.000743
5.999997	0.001797	0.002479	-0.000682
6.099997	0.001617	0.002243	-0.000626
6.199996	0.001456	0.002029	-0.000574
6.299996	0.001310	0.001836	-0.000526
6.399996	0.001179	0.001662	-0.000483
6.499996	0.001061	0.001503	-0.000442
6.599996	0.000955	0.001360	-0.000405
6.699996	0.000860	0.001231	-0.000371
6.799996	0.000774	0.001114	-0.000340
6.899996	0.000696	0.001008	-0.000312
6.999996	0.000627	0.000912	-0.000285
7.099996	0.000564	0.000825	-0.000261
7.199996	0.000508	0.000747	-0.000239
7.299995	0.000457	0.000676	-0.000219
7.399995	0.000411	0.000611	-0.000200
7.499995	0.000370	0.000553	-0.000183
7.599995	0.000333	0.000500	-0.000167
7.699995	0.000300	0.000453	-0.000153
7.799995	0.000270	0.000410	-0.000140
7.899995	0.000243	0.000371	-0.000128
7.999995	0.000218	0.000335	-0.000117
8.099995	0.000197	0.000304	-0.000107
8.199995	0.000177	0.000275	-0.000098
8.299995	0.000159	0.000249	-0.000089
8.399996	0.000143	0.000225	-0.000082
8.499996	0.000129	0.000203	-0.000074
8.599997	0.000116	0.000184	-0.000068
8.699997	0.000104	0.000167	-0.000062
8.799997	0.000094	0.000151	-0.000057
8.899998	0.000085	0.000136	-0.000052
8.999998	0.000076	0.000123	-0.000047
9.099998	0.000069	0.000112	-0.000043
9.199999	0.000062	0.000101	-0.000039
9.299999	0.000056	0.000091	-0.000036
9.400000	0.000050	0.000083	-0.000033
9.500000	0.000045	0.000075	-0.000030
9.600000	0.000040	0.000068	-0.000027
9.700001	0.000036	0.000061	-0.000025
9.800001	0.000033	0.000055	-0.000023
9.900002	0.000030	0.000050	-0.000021
