0	0.000000	0.000000	
1	1.000000	1.412593	
2	2.000000	2.824664	
3	3.000000	4.236146	
4	4.000000	5.647057	
5	5.000000	7.057431	
6	6.000000	8.467182	
7	7.000000	9.876413	
8	8.000000	11.285042	
9	9.000000	12.693115	
10	10.000000	14.100639	
11	11.000000	15.507557	
12	12.000000	16.913954	
13	13.000000	18.319740	
14	14.000000	5.225319	
15	15.000000	1.129669	
16	16.000000	2.533758	
17	17.000000	3.937330	
18	18.000000	5.340286	
19	19.000000	6.742704	
20	0.000000	8.144564	
21	1.000000	9.545832	
22	2.000000	10.946581	
23	3.000000	12.346718	
24	4.000000	13.746319	
25	5.000000	15.145363	
26	6.000000	16.543816	
27	7.000000	17.941753	
28	8.000000	12.557465	
29	9.000000	0.735870	
30	10.000000	2.132111	
31	11.000000	3.527756	
32	12.000000	4.922886	
33	13.000000	6.317413	
34	14.000000	7.711403	
35	15.000000	9.104847	
36	16.000000	10.497696	
37	17.000000	11.890026	
38	18.000000	13.281765	
39	19.000000	14.672958	
40	0.000000	16.063618	
41	1.000000	17.453671	
42	2.000000	18.843212	
43	3.000000	0.232174	
44	4.000000	1.620575	
45	5.000000	3.008461	
46	6.000000	4.395729	
47	7.000000	5.782486	
48	8.000000	7.168678	
49	9.000000	8.554298	
50	10.000000	9.939415	
51	11.000000	11.323914	
52	12.000000	12.707893	
53	13.000000	14.091331	
54	14.000000	15.474174	
55	15.000000	16.856514	
56	16.000000	18.238266	
57	17.000000	7.229950	
58	18.000000	1.000168	
59	19.000000	2.380241	
60	0.000000	3.759811	
61	1.000000	5.138832	
62	2.000000	6.517265	
63	3.000000	7.895195	
64	4.000000	9.272545	
65	5.000000	10.649353	
66	6.000000	12.025642	
67	7.000000	13.401321	
68	8.000000	14.776505	
69	9.000000	16.151123	
70	10.000000	17.525177	
71	11.000000	18.898720	
72	12.000000	0.271683	
73	13.000000	1.644104	
74	14.000000	3.016022	
75	15.000000	4.387321	
76	16.000000	5.758125	
77	17.000000	7.128380	
78	18.000000	8.498062	
79	19.000000	9.867233	
80	0.000000	11.235847	
81	1.000000	12.603905	
82	2.000000	13.971458	
83	3.000000	15.338409	
84	4.000000	16.704857	
85	5.000000	18.070778	
86	6.000000	10.714027	
87	7.000000	0.800926	
88	8.000000	2.165199	
89	9.000000	3.528915	
90	10.000000	4.892128	
91	11.000000	6.254761	
92	12.000000	7.616852	
93	13.000000	8.978455	
94	14.000000	10.339462	
95	15.000000	11.699951	
96	16.000000	13.059921	
97	17.000000	14.419296	
98	18.000000	15.778183	
99	19.000000	17.136520	
100	0.000000	18.494308	
101	1.000000	2.820023	
102	2.000000	1.208298	
103	3.000000	2.564468	
104	4.000000	3.920135	
105	5.000000	5.275238	
106	6.000000	6.629807	
107	7.000000	7.983871	
108	8.000000	9.337357	
109	9.000000	10.690323	
110	10.000000	12.042786	
111	11.000000	13.394669	
112	12.000000	14.746033	
113	13.000000	16.096893	
114	14.000000	17.447159	
115	15.000000	18.796936	
116	16.000000	0.146179	
117	17.000000	1.494873	
118	18.000000	2.843048	
119	19.000000	4.190689	
120	0.000000	5.537781	
121	1.000000	6.884384	
122	2.000000	8.230423	
123	3.000000	9.575928	
124	4.000000	10.920929	
125	5.000000	12.265366	
126	6.000000	13.609283	
127	7.000000	14.952713	
128	8.000000	16.295547	
129	9.000000	17.637894	
130	10.000000	18.979736	
131	11.000000	0.320969	
132	12.000000	1.661728	
133	13.000000	3.001999	
134	14.000000	4.341660	
135	15.000000	5.680832	
136	16.000000	7.019516	
137	17.000000	8.357605	
138	18.000000	9.695190	
