100	5.187377929687500	5.187376976013184	5.187377517639621	0.000000183845188	0.000000079432792
10100	9.797563552856445	9.797554969787598	9.797555871864436	0.000000876041895	0.000000783970218
20100	10.485715866088867	10.485721588134766	10.485715634364318	-0.000000545698811	0.000000022099069
30100	10.889501571655273	10.889515876770020	10.889512726842243	-0.000001313659368	-0.000001024397257
40100	11.176325798034668	11.176367759704590	11.176359746972308	-0.000003754499858	-0.000003037566650
50100	11.398924827575684	11.399014472961426	11.399001931981235	-0.000007864310646	-0.000006764136546
60100	11.581191062927246	11.581001281738281	11.580989104869305	0.000016387286450	0.000017438757270
70100	11.734732627868652	11.734910964965820	11.734900870574876	-0.000015197140783	-0.000014336951635
80100	11.868043899536133	11.868256568908691	11.868253040142273	-0.000017919175662	-0.000017621852638
90100	11.986095428466797	11.985899925231934	11.985896657877246	0.000016311101717	0.000016583706269
100100	12.091804504394531	12.091153144836426	12.091145625201429	0.000053870757256	0.000054492701811
110100	12.187171936035156	12.186368942260742	12.186364528931378	0.000065892782004	0.000066254960769
120100	12.273265838623047	12.273309707641602	12.273299836161062	-0.000003574343054	-0.000002770040533
130100	12.352669715881348	12.353288650512695	12.353278172594607	-0.000050102822570	-0.000049254675946
140100	12.428687095642090	12.427347183227539	12.427330966101650	0.000107819665573	0.000109124762521
150100	12.495444297790527	12.496291160583496	12.496276013631908	-0.000067769127782	-0.000066557095928
160100	12.562201499938965	12.560790061950684	12.560772686931141	0.000112368565169	0.000113751999454
170100	12.620584487915039	12.621374130249023	12.621360382729998	-0.000062563893152	-0.000061474737384
180100	12.677804946899414	12.678502082824707	12.678485972298516	-0.000054985670431	-0.000053715041417
190100	12.735025405883789	12.732539176940918	12.732523823570551	0.000195265762159	0.000196471834485
200100	12.783233642578125	12.783798217773438	12.783790684222094	-0.000044163338316	-0.000043574058566
210100	12.830917358398438	12.832579612731934	12.832556931552080	-0.000129533917061	-0.000127766676773
220100	12.878601074218750	12.879071235656738	12.879055204109205	-0.000036505851313	-0.000035261118402
230100	12.926284790039063	12.923494338989258	12.923487113891815	0.000215920779738	0.000216479973446
